0,2279,6999,10749,16509,16643,18292,19778,5311,7030,5919,14363,15233,12420,8689,1823,1669,13830,12784,16127,17228,5954,2971,19541,13290,10264,10313,13620,19538,1251,18880,5488,13787,550,18365,12652,12621,16905,13603,7438,8216,13250,14250,3930,9733,14733,10236,10707,12673,14840,3830,2095,19115,12590,14868,7224,14812,15001,14960,10227,6568,6698,794,13196,17974,7817,9278,5863,11797,13214,18805,17482,5501,2006,15283,1773,7219,18584,10276,7747,9919,7953,7817,8262,8109,14239,7654,871,12499,11849,6742,9701,5034,6185,15424,10609,13802,9582,18115,654,18490,2761,10758,5917,63,5698,1915,18648,18740,9981,5640,13065,8590,13080,19737,1353,8913,13284,447,8042,10059,17004,17609,10760,11601,14936,18879,1325,11695,17523,7515,2669,5653,18833,6701,19342,1915,3038,303,17512,7218,3705,19716,15338,13761,12291,9291,16434,17716,14428,8776,16286,19925,2955,14407,6811,12890,14780,2641,4040,5370,1914,14413,14626,15586,13289,4477,16501,8777,7633,14754,13452,15267,16405,6798,10799,5315,18216,18033,18659,564,4700,13652,4079,12530,1959,16138,1534,287,11437,11692,3044,461,14657,1226,5744,11836,7467,7118,17878,17484,17500,4065,13197,4008,13518,9380,7443,2945,322,512,8897,18127,4906,827,13012,1358,16177,1092,17331,5928,12876,8524,1483,19033,19669,14178,15225,1167,64,2587,17527,11153,13436,5763,6411,19641,19392,2302,13158,2753,12004,626,11514,7114,4568,8319,14777,13682,18543
2279,0,9514,157,11225,3323,4927,16627,157,13573,57,13812,1336,2341,8890,5265,2331,9997,9205,10409,13218,1628,7339,5170,12267,18518,14033,12061,18702,11042,12451,4757,2079,4325,2669,2083,9266,6565,13613,15431,4193,6836,18170,1250,11224,11821,15065,14658,8735,4574,16395,3883,7909,2748,14807,4662,15695,19358,4888,10540,2499,14305,7420,15743,14839,4807,2570,4554,15522,6093,5024,11898,8227,19897,9534,3424,9534,11984,196,6917,19687,17196,14968,2648,7469,17008,12857,7598,16519,17386,3373,1677,9775,7777,1567,13017,11605,10129,10950,9185,1254,4545,1349,11321,18165,4983,4108,4573,9335,801,17803,5867,7022,10701,16393,17096,16526,4458,9441,2135,14048,17351,16012,10071,12603,8043,7173,14825,13774,4533,15132,18982,17153,16738,12552,8400,6567,1083,8948,3350,12152,930,16262,18802,12995,14612,18835,14360,3066,19540,19341,1021,12997,6712,2905,13844,12031,16099,13779,5254,18697,18286,7220,7158,5380,1660,7728,10196,11949,8248,3826,14515,15480,5444,17676,4271,1790,17380,8971,19173,13206,18181,11842,13133,12594,5070,3171,18430,12453,10629,5042,13120,6908,11600,14752,6074,4242,14645,3872,7422,7384,8474,15988,8497,1509,7038,10717,15279,4960,4215,1349,1994,19267,6999,15824,16935,159,14952,6725,18292,3171,6914,19559,15728,12582,7158,4044,17141,12831,6836,3905,13579,13746,618,11252,4898,7142,13043,9006,14970,5996,15047,12342,4838,2267,13206,11955,18809,10580,743
6999,9514,0,3991,13182,10272,16673,9112,9960,14463,4101,8107,15493,5819,12203,12572,7793,5874,9056,16497,18880,7046,16748,3885,3184,315,10279,7353,14406,13966,13779,4912,2846,11762,7718,586,1141,4383,12927,15873,5697,6246,1738,5788,1326,13435,4607,14427,13040,16451,307,16942,1883,36,4551,1681,1435,7315,1153,2858,1133,4525,5322,7834,1718,10574,13353,1278,17183,456,3841,19698,5367,10202,8886,16459,8168,18055,13101,11696,1640,5751,19747,4801,12719,3323,11065,7950,17760,1496,18554,18609,8931,19569,4072,5894,16479,17640,18242,18999,16236,19169,5066,10042,10861,8189,9495,6590,2884,16425,18581,4377,3191,7605,18898,2081,18929,15236,19744,5145,2869,16405,15798,19984,2376,3283,15430,19650,15542,6773,1280,14589,15301,10102,12041,8172,1311,455,5802,2407,11896,17470,4576,1987,10784,1755,5171,3174,15055,4852,16145,14414,18520,12225,9207,1552,13596,1431,15782,16173,6612,8026,18563,18753,12840,1481,6274,9357,2217,16431,3565,728,12253,10239,8840,17326,9470,2655,16931,17899,12121,2392,12475,7307,16554,4773,93,6902,6475,15851,17073,8296,12328,3379,4711,4447,9940,11517,4718,10537,3269,4432,13175,16747,17363,7879,8580,7077,1224,2952,6929,6183,359,16993,7165,18281,3265,6697,15324,13684,8586,7363,15286,6102,2035,11302,5365,4524,10358,16025,8489,10930,4985,2807,6837,4778,5633,1179,2620,19830,13696,6023,12641,9462,17422,13122,16138,17350,3107,845
10749,157,3991,0,10013,363,15070,76,14054,6966,3469,937,6291,18224,7688,11142,16304,8594,17098,580,11346,1963,10797,3646,12410,18227,5773,15875,14922,17964,19434,10233,2045,2912,12199,5056,6332,3398,10748,13,17614,10182,10818,14469,4863,3652,1410,2942,6808,2661,2810,15731,6382,7341,16722,9486,16116,15122,13614,18205,6934,5820,7800,15865,17732,10591,1505,16784,748,4774,6559,15022,9929,16556,5001,5363,702,15539,218,12802,9885,8722,4616,5724,18791,1076,4613,15465,1003,1056,1952,16667,1583,14489,18922,14700,10803,14055,6816,18961,4210,15458,1733,9628,16307,2695,12854,15182,12216,5724,11474,12455,8770,17007,10815,12256,17407,4188,17310,17972,8601,14440,7576,10726,1279,4725,10513,16118,11107,15493,18660,4051,19637,7208,6223,19517,13251,15271,5144,1102,8378,625,7387,3548,15008,16341,18322,12722,1360,2549,19304,8885,3646,10156,15959,3448,16503,12809,222,12033,7259,2176,7263,4235,1260,18410,10391,11660,14133,10612,5308,7274,3135,5085,15192,5483,11434,14227,463,8921,1405,353,19877,13326,19506,3253,13111,8972,15738,18856,7444,11566,11244,16865,19377,7733,10412,11889,19227,14740,7081,12605,12154,15461,9372,4326,18075,6481,12553,1175,9696,17294,14329,14311,11263,6194,1384,11763,16941,5470,15888,17747,1762,15185,2070,9652,18851,671,6324,8189,7645,11499,2387,5209,1115,4685,2015,5721,12772,189,1084,8093,76,821,11323,1666,18127,15982,6587,7172
16509,11225,13182,10013,0,19798,16813,19349,14602,9391,15589,16294,8421,3633,7559,6592,16049,14065,9235,19877,12484,12835,7055,2191,465,17003,3179,2004,2409,5289,2445,17263,7385,12871,17317,15196,15892,3142,9290,17915,13779,5485,9726,17000,5646,6149,12912,6912,2080,14605,14801,2338,12302,8404,7181,16547,7305,3875,4931,12600,2144,14567,11275,12606,14990,2093,12282,15064,2777,1359,2692,5790,19305,3329,16242,15649,12672,12449,12881,4344,11263,17214,19044,11708,3409,17381,5972,5448,1524,9838,14930,18038,15223,12683,12574,508,18270,14492,11426,14616,15944,5149,12487,10290,13009,16699,9161,12210,3694,13109,3434,13297,12738,11660,15892,15142,13566,16525,3443,12646,17577,7977,3778,2849,14773,391,18845,8841,5800,19068,822,13002,19705,8394,1780,3427,7311,7019,936,16129,11301,1334,15482,11841,16882,366,19662,15030,4920,18198,15807,3365,10973,11909,1089,8109,9403,2771,14531,15773,9575,1922,17436,14275,14770,13337,15078,10723,17409,2473,15860,18952,14955,7545,5927,10490,7458,10517,13536,7038,11281,13120,18027,11567,9935,8741,714,5738,297,16600,7376,1038,4907,6635,17832,15743,8914,1303,14936,7042,3444,7067,19701,7712,7654,7096,13528,318,16269,17660,9727,7709,19344,18207,5599,12257,4559,7265,18893,4829,13618,13413,12767,6539,4990,16695,8935,11285,17361,12600,7051,19169,9429,11266,4360,9523,3682,3375,11532,5557,10968,2918,1366,12261,11779,8293,17418,11207,688,11690
16643,3323,10272,363,19798,0,1115,93,1855,18072,11811,3470,12477,10712,3873,1282,2593,1608,11724,3098,11065,6485,13070,17422,9261,2660,14696,224,9239,19168,17776,5972,17033,12626,13154,19192,8268,12655,2427,8740,85,16001,14845,14165,4359,16948,11657,9757,2976,225,7793,4768,15778,16436,6371,3893,9887,4512,19040,18206,3422,18229,1403,11607,4655,10143,721,7653,202,1336,6068,15269,8705,17900,10816,18253,6300,19174,4983,3081,4535,15516,1036,18642,15958,8266,16451,3719,17654,15098,18040,4707,17931,3652,5112,19603,960,3927,1530,15006,10346,16917,18956,19207,4576,10972,5576,16918,15362,6516,5028,16301,19095,13864,5769,11772,12925,12739,19936,5430,9143,5242,18685,2947,19260,7892,12536,15869,15033,18550,2103,6790,13932,12292,7068,5997,3714,4640,707,18800,10608,3837,15671,1654,9298,7585,8131,9139,13333,4242,18788,6478,14056,17717,4198,15182,3199,11659,6639,11858,6863,2003,11488,16598,18897,19880,8692,7180,15849,17959,15992,8064,4011,15470,8099,4483,2529,9182,16774,10706,8696,14356,7942,10105,6219,8155,10532,13991,723,13480,12102,4963,8070,1755,1713,2942,13482,5394,10575,5093,5630,4660,8154,4846,6088,10110,8998,10485,2614,11235,557,14228,11548,3760,2335,12465,17527,17611,11504,14086,735,14905,7852,5083,8092,694,16900,14133,19459,19181,8002,15061,10331,15659,2662,18523,6883,12302,3831,8082,11798,4670,16254,13521,8628,5741,13677,18202,18702,12586
18292,4927,16673,15070,16813,1115,0,6380,2721,6094,8302,15666,19054,10910,5283,12179,11126,14096,4305,8549,2436,13062,9845,15350,11979,16682,10359,13729,7875,2366,11754,11347,4724,4007,18952,12054,6106,13093,13733,16044,5163,5346,9192,5718,1306,4992,9986,1597,12875,10671,19274,7828,8445,296,3907,14531,16674,12391,8110,4734,19016,3131,16164,12050,2666,16548,4005,13404,10964,17843,455,3066,5116,15585,6526,11998,18677,6161,15015,7471,13305,4778,13777,15385,19171,4017,17540,16792,4104,3567,15245,3993,4483,4469,13858,5973,432,9657,13822,3672,2767,4665,241,3733,2026,311,14168,7488,11272,7236,15166,6607,4648,7861,15686,11087,19606,16104,7725,17366,4156,7362,10664,14020,18511,16291,6669,6963,12621,12179,16776,5762,8772,10038,2565,281,19639,4331,1067,1612,195,2258,11384,7948,13876,6955,19327,14273,19647,18041,2000,2599,12807,15738,3221,10335,3626,3914,3658,10255,6240,10366,11313,2915,2887,115,10458,2827,13379,7162,6476,13135,5719,221,17055,15742,2042,1854,12608,9232,1436,3160,8747,4254,3767,15156,9626,7759,17455,7115,14868,11128,18801,3305,17049,14210,6696,12127,12454,17650,8676,3668,14805,14351,4178,15748,10726,1945,17419,3250,17629,14788,9940,11003,8474,10253,19092,14049,11309,7420,3585,3082,7614,12652,11869,10125,14684,8830,13175,2143,7452,15784,2942,8323,10502,489,18481,3114,14076,1289,6545,15515,10349,16583,1124,11658,10192,16930,13048,7418
19778,16627,9112,76,19349,93,6380,0,7604,7820,4082,9544,18308,9826,15549,9599,13583,14651,8060,3479,18869,9008,2155,6334,8364,124,13056,17969,16295,5982,2558,14456,8139,15220,16475,7933,5787,15601,14899,13873,15362,15570,12149,11630,19825,4642,8696,7932,19836,7703,19496,10187,9490,6282,3136,15467,11682,7035,2163,5154,10683,6772,141,19851,5509,2991,5160,8811,19098,1488,2059,4617,13063,12018,8553,9688,16805,6955,12473,15055,11818,12931,6814,9703,9091,6777,4040,11680,3903,15020,7791,5389,18395,420,6758,12077,17197,2563,18999,17317,15294,6336,13557,17155,4271,4114,4142,7080,9791,12914,6865,19465,714,452,18949,11535,10023,13733,7923,5065,5038,19036,272,15783,8769,12651,6263,9649,16276,12817,927,10443,18636,4584,19894,7686,3516,10034,3887,11969,3671,17124,7789,9766,2369,18353,13241,3867,15576,8081,15714,18899,8080,25,4074,5376,18032,1060,5655,10552,9095,18852,1877,2291,2522,1774,3039,13450,13289,12163,4666,9938,12770,12615,14068,19400,603,11311,16183,12728,7616,14494,415,885,642,18527,10666,11576,17545,9730,16303,12681,18774,17780,10727,1018,12625,15786,6571,19856,7019,15582,744,19208,4015,3120,1614,647,15545,16826,18961,17324,3397,545,7846,5130,4759,10818,14136,6848,2473,3027,12469,4958,16318,18126,10473,928,19903,4866,8991,13375,4093,10673,7160,16429,1301,8744,12288,9255,1684,16238,3133,7983,5303,19726,6595,2047,16540,11295
5311,157,9960,14054,14602,1855,2721,7604,0,17917,1516,13212,4416,17476,928,7930,14158,13660,17275,6430,10048,5691,14542,19134,4365,4563,16270,6935,1400,14280,17097,14568,13918,18570,16331,1824,7031,2986,2096,8008,9583,16433,8028,19141,18217,322,14105,2467,2860,4010,3891,18765,1647,276,16941,19338,16314,6082,6958,11484,17620,19278,1414,7176,14634,9905,3943,9789,1663,9542,19787,17782,655,4140,19273,8660,11706,1663,19902,19026,14185,5885,4371,6946,1055,13029,9460,9731,18947,1055,10236,18984,17322,9361,16747,6690,14658,19807,9650,1849,4311,6250,13555,2122,4253,15372,15731,13820,4256,2537,18107,19277,6564,17093,10832,11934,15523,1222,3389,2553,9426,8122,1912,5802,9995,9132,10228,9283,4131,18340,1463,7276,19253,15010,5651,12086,1137,879,11704,17754,12126,18669,5994,18532,11900,14168,18284,11261,12789,10713,12803,18650,15972,1810,18434,3753,8496,19785,7568,3460,17028,1659,11049,154,18855,12827,12680,6527,14187,18230,15499,18798,378,4585,6794,4399,15123,901,19892,89,16933,14095,14688,11990,5452,13682,2626,15871,875,8906,7554,8737,6954,5206,1791,10256,12433,19922,15595,5342,10462,7622,4819,4521,12672,11228,15881,16728,6063,378,18034,10756,5806,107,13062,13328,3883,3647,19780,4667,15971,7074,364,17220,19873,5923,9018,6466,11193,14070,19974,5408,11617,10208,8338,14449,18413,13208,3899,11270,10504,5087,11462,2839,19854,14834,5231,4938,3694,6047
7030,13573,14463,6966,9391,18072,6094,7820,17917,0,3806,265,9481,1724,770,16109,5879,8372,18621,856,9131,6719,9182,14303,15575,12138,697,13960,7506,14680,761,19487,12037,7601,18411,6790,13685,16281,14483,2689,4384,19085,17112,14153,8008,9704,10326,9477,10818,6297,11326,17053,14092,19093,5295,490,14968,17544,4621,11254,17081,1162,11132,15844,16149,10540,2005,13151,8586,10358,12505,10200,4380,2349,6958,11516,2303,364,10917,15042,13543,12116,13907,7193,8144,5872,8204,11178,9257,3100,2411,13151,5052,4996,16995,7178,7037,7912,15259,8039,10636,12318,14181,13485,4123,16960,13914,8711,3062,6434,1321,14182,2493,3944,11029,17827,5510,14340,6531,8208,13419,19587,16330,129,13161,5014,11835,17153,17776,12108,5288,19293,17108,2591,11234,3965,15240,13224,2767,19459,652,9991,11727,4402,4657,5317,10291,11545,1114,17987,4128,8471,3100,17048,14570,996,17510,16526,17932,10108,5369,6896,18581,19577,14707,14596,2330,12296,18575,13590,1483,11648,2531,10048,19554,7234,240,16631,19747,8037,19383,14814,7510,18817,6883,11644,12402,14082,6604,17003,440,10176,16144,15855,10945,4692,17824,8148,7616,7242,10830,19283,11112,6899,18988,4770,4065,12736,18708,6083,354,227,8764,7146,1926,3831,10264,19959,6961,1255,279,7898,18543,5329,8561,9422,1430,18772,11816,11321,14744,14341,13556,9332,8675,16683,15099,6690,10234,7742,5337,7821,12120,5113,13800,18960,4491,10339,7640,11715
